Card Name,Condition,Creation Date,Custom Price,Foil,Foil/Etched,Frame Type,Language,Mana Cost,Mana Value,Quantity,Rarity,Reserved List,Scryfall Id,Set Code
Accumulated Knowledge,,2025-10-01T21:14:06,-,,,Regular,,{1}{U},2,1,C,,ab061406-38f4-40e7-a9ea-e3cbcaabc127,nem
Accumulated Knowledge,,2025-10-01T21:14:24,-,,,Regular,,{1}{U},2,1,C,,ab061406-38f4-40e7-a9ea-e3cbcaabc127,nem
Accumulated Knowledge,,2025-10-01T21:14:48,-,,,Regular,,{1}{U},2,1,C,,ab061406-38f4-40e7-a9ea-e3cbcaabc127,nem
Forest,,2025-10-01T21:11:23,-,,,Regular,,,0,1,C,,f82d0a1c-5812-4254-a000-e4ff9aece3d9,inv
Noxious Gearhulk,,2025-10-01T19:50:11,-,,,Regular,,{4}{B}{B},6,1,M,,96886e7f-66b2-4f67-a5c6-c65500bcfdef,brc
Pirate Ship,,2025-10-04T10:21:59,-,,,Regular,,{4}{U},5,1,R,,0d7f104a-fb06-41a4-abd9-38f2c6017bbf,4ed
Rhox,,2025-10-01T22:33:14,-,foil,foil,Regular,,{4}{G}{G},6,1,R,,5d5f3f57-410f-4ee2-b93c-f5051a068828,s00
Rhox,,2025-10-01T22:33:19,-,foil,foil,Regular,,{4}{G}{G},6,1,R,,5d5f3f57-410f-4ee2-b93c-f5051a068828,s00
Contested Cliffs,,2025-10-03T23:55:17,-,,,Regular,,,0,1,R,,8d6363ea-3814-4014-ad9e-1066c72d907c,ons
Envelop,,2025-10-01T21:01:10,-,,,Regular,,{U},1,1,C,,e7ed250e-12d0-4ebc-9410-5711e71c6d1f,jud
Grafted Skullcap,,2025-10-04T02:01:21,-,,,Regular,,{4},4,1,R,,3b8424e6-4a92-4be3-b69e-49ac9a736f94,usg
Island,,2025-10-04T18:31:14,-,,,Regular,,,0,1,C,,a000777b-e8fe-4fd6-a455-01bc9056a873,3ed
Lightning Cloud,,2025-10-01T23:40:34,-,,,Regular,,{3}{R},4,1,R,Reserved List,7fcfc2ad-a1a4-4f65-a239-f11383aaafe1,vis
Mountain,,2025-10-04T02:08:52,-,,,Regular,,,0,1,C,,676fb0ed-5a19-4fde-b2c4-f46c7e0915f8,tmp
Questing Phelddagrif,,2025-10-03T20:13:24,-,,,Regular,,{1}{G}{W}{U},4,1,R,,cea4cfef-6736-42a5-9f3e-10de8d0cd8d3,pls
Standard Bearer,,2025-10-04T18:45:36,-,,,Regular,,{1}{W},2,1,C,,e0f8e16a-55f0-4147-a01a-dba7938f31c4,apc
Standard Bearer,,2025-10-04T18:46:06,-,,,Regular,,{1}{W},2,1,C,,e0f8e16a-55f0-4147-a01a-dba7938f31c4,apc
Urza's Tower,,2025-10-03T23:58:06,-,,,Regular,,,0,1,U,,52263b78-9829-4778-b7a9-8c4a97d1c6df,chr
Vhati il-Dal,,2025-10-03T20:09:57,-,,,Regular,,{2}{B}{G},4,1,S,,d4226842-4a97-46ae-9d16-c42b75ab8936,tsb
Consuming Aberration,,2025-10-03T23:41:19,-,,,Regular,,{3}{U}{B},5,1,S,,cc894fb3-011c-441c-8843-34d84b4115ef,tsr
Consuming Aberration,,2025-10-03T23:41:53,-,,,Regular,,{3}{U}{B},5,1,S,,cc894fb3-011c-441c-8843-34d84b4115ef,tsr
Thermo-Alchemist,,2025-10-01T23:02:48,-,,,Regular,,{1}{R},2,1,U,,550d4e71-2f3c-49bf-acb7-de833c319514,inr
Thermo-Alchemist,,2025-10-01T23:02:51,-,,,Regular,,{1}{R},2,1,U,,550d4e71-2f3c-49bf-acb7-de833c319514,inr
Yotian Soldier,,2025-10-04T00:08:11,-,,,Regular,,{3},3,1,C,,d00c5f98-9a7d-41e2-9f76-faedca958153,rin
Goblin Game,,2025-10-01T23:35:47,-,,,Regular,,{5}{R}{R},7,1,R,,cbe6e7e5-ffea-4c6c-8a42-28e695029f24,pls
Armadillo Cloak,,2025-10-03T23:35:56,-,,,Regular,,{1}{G}{W},3,1,C,,9d816f98-6cb6-432c-b0a4-a0eed21658ac,inv
Armadillo Cloak,,2025-10-03T23:36:02,-,,,Regular,,{1}{G}{W},3,1,C,,9d816f98-6cb6-432c-b0a4-a0eed21658ac,inv
Curfew,,2025-10-01T21:12:30,-,,,Regular,,{U},1,1,C,,044e36d6-0967-4a66-8269-2224777bbb6c,brb
Dralnu's Crusade,,2025-10-03T23:40:07,-,,,Regular,,{1}{B}{R},3,1,R,,6a35d227-4489-4a0b-8f81-eb8e5949e1fc,pls
Dralnu's Crusade,,2025-10-03T23:40:08,-,,,Regular,,{1}{B}{R},3,1,R,,6a35d227-4489-4a0b-8f81-eb8e5949e1fc,pls
Elvish Ranger,,2025-10-01T22:22:26,-,,,Regular,,{2}{G},3,1,C,,ad9f1b09-73c2-43c5-a28b-4a40fff7b727,all
Etchings of the Chosen,,2025-10-03T20:14:27,-,foil,foil,Regular,,{1}{W}{B},3,1,U,,2e1da79b-4392-47cc-ade9-776827695276,h1r
Island,,2025-10-01T21:14:01,-,,,Regular,,,0,1,C,,92724530-9c7a-44ab-9381-ee56bfccb641,usg
"Jolrael, Empress of Beasts",,2025-10-01T22:06:09,-,,,Regular,,{3}{G}{G},5,1,S,,01084157-60e5-4693-bbec-be60b0b4e04f,tsb
Mountain Valley,,2025-10-03T23:53:53,-,,,Regular,,,0,1,U,,ded4e5c2-4f03-47c1-9843-b98c239ccfea,mir
The Ultimate Nightmare of Wizards of the Coast(r) Customer Service,,2025-10-04T11:41:12,-,,,Regular,,{X}{Y}{Z}{R}{R},2,1,U,,616abc97-4276-4e96-bbe8-e47ba7cac075,ugl
Dwarven Blastminer,,2025-10-01T23:03:19,-,,,Regular,,{1}{R},2,1,U,,2970831a-738b-476f-9d46-39f10a1f91e7,ons
Forest,,2025-10-01T22:49:39,-,,,Regular,,,0,1,C,,a8990632-f055-4583-ae85-5ac742549b61,usg
General Jarkeld,,2025-10-04T21:41:59,-,,,Regular,,{3}{W},4,1,R,Reserved List,6a4f5a28-0bd2-4cc4-b67f-324e89193caa,ice
Island,,2025-10-01T21:13:51,-,,,Regular,,,0,1,C,,189a09b8-46d2-4ef6-b7cc-9e510d1ea0b8,ons
Spectral Guardian,,2025-10-04T18:57:09,-,,,Regular,,{2}{W}{W},4,1,R,Reserved List,2a0bea61-8fd2-4802-90b4-651bebbe9638,mir
Forest,,2025-10-01T22:50:04,-,,,Regular,,,0,1,C,,6b667225-a808-43e9-955e-6c4e7ecd53f2,tmp
Mountain,,2025-10-01T23:46:30,-,,,Regular,,,0,1,C,,bdfbb15a-d7f4-470a-9d36-78c710a6d397,p02
Quirion Ranger,,2025-10-01T21:03:57,-,,,Regular,,{G},1,1,C,,56efe72c-6d7f-44f6-ac74-01af9305c4b6,vis
Quirion Ranger,,2025-10-01T22:08:38,-,,,Regular,,{G},1,1,C,,56efe72c-6d7f-44f6-ac74-01af9305c4b6,vis
Gerrard's Verdict,,2025-10-03T20:14:01,-,,,Regular,,{W}{B},2,1,U,,583740c0-68cf-4205-b682-2f97c0880d42,apc
Shriekmaw,,2025-10-01T19:45:10,-,,,Regular,,{4}{B},5,1,S,,d007da5a-6bd9-433b-b04e-b740e61dfc50,tsr
Shriekmaw,,2025-10-01T19:45:28,-,,,Regular,,{4}{B},5,1,S,,d007da5a-6bd9-433b-b04e-b740e61dfc50,tsr
Shriekmaw,,2025-10-01T19:45:34,-,,,Regular,,{4}{B},5,1,S,,d007da5a-6bd9-433b-b04e-b740e61dfc50,tsr
Crooked Scales,,2025-10-04T02:02:15,-,,,Regular,,{4},4,1,R,,fd7084ba-cca6-4fb9-b21b-b79e7d74c5c0,mmq
Starke of Rath,,2025-10-01T22:55:19,-,,,Regular,,{1}{R}{R},3,1,R,,de398b32-10a3-45aa-9886-76806e1602c6,tmp
Thrashing Wumpus,,2025-10-01T19:46:32,-,,,Regular,,{3}{B}{B},5,1,R,,86bc07c6-2ba7-41f8-90ab-f9bbac86dd08,mmq
Umbilicus,,2025-10-04T02:01:40,-,,,Regular,,{4},4,1,R,,29a6db88-a11d-49b4-8692-28b24d23f3c7,usg
Woodland Cemetery,,2025-10-04T00:01:36,-,,,Regular,,,0,1,R,,16761d3b-3507-47ee-acff-54b426164d89,dmr
Argivian Find,,2025-10-04T20:47:41,-,,,Regular,,{W},1,1,U,,89f23295-ad0a-4e2d-ae04-1a9c065e575d,wth
Squirrel Sovereign,,2025-10-01T22:19:07,-,,,Regular,,{1}{G},2,1,U,,d512e5b8-2394-42d9-9dbf-345137710cde,mh2
Squirrel Sovereign,,2025-10-01T22:19:10,-,,,Regular,,{1}{G},2,1,U,,d512e5b8-2394-42d9-9dbf-345137710cde,mh2
The Rack,,2025-10-04T00:11:46,-,,,Regular,,{1},1,1,U,,2a600805-dd79-419d-9866-f8c29643f0f8,3ed
Time Bomb,,2025-10-04T02:00:12,-,,,Regular,,{4},4,1,R,,092ec691-4729-46d3-a4e2-0cfc5df42a31,ice
Field of Souls,,2025-10-04T21:42:12,-,,,Regular,,{2}{W}{W},4,1,R,,9816a3ef-e2a8-4d97-afbf-d190a62265bf,tmp
Goblin Marshal,,2025-10-01T23:15:01,-,,,Regular,,{4}{R}{R},6,1,R,,6a85b2f9-c12c-46dd-ae04-470ebf5ec6d9,uds
Birchlore Rangers,,2025-10-01T22:09:17,-,,,Regular,,{G},1,1,C,,8ce3a3a1-3569-4909-a604-f78d4888781e,ons
Birchlore Rangers,,2025-10-01T22:11:45,-,,,Regular,,{G},1,1,C,,8ce3a3a1-3569-4909-a604-f78d4888781e,ons
Blue Elemental Blast,,2025-10-04T11:29:17,-,,,Regular,,{U},1,1,C,,988f7b31-24b2-45c2-89e4-ff6bd9e0c8c7,4ed
Custody Battle,,2025-10-01T23:43:44,-,,,Regular,,{1}{R},2,1,U,,b72257f5-0cf9-45ca-8dc7-a1a93bd7dd1e,ons
Perilous Forays,,2025-10-01T22:45:39,-,,,Regular,,{3}{G}{G},5,1,U,,3325a1e8-8fb1-477c-a121-2c4648490589,rvr
Resurgent Belief,,2025-10-04T21:31:24,-,,,Regular,,,0,1,R,,a0e60c9e-0b9c-4daa-8a61-52111e03f49f,mh2
Ornithopter,,2025-10-04T00:05:28,-,,,Regular,,{0},0,1,U,,b3654fd6-f8ac-471a-8559-ba4ed0fe75c3,3ed
Blind Seer,,2025-10-04T10:07:13,-,,,Regular,,{2}{U}{U},4,1,R,,5c54ec26-c7f1-4258-9cc9-1709987f293c,inv
Goblin Rock Sled,,2025-10-01T23:03:07,-,,,Regular,,{1}{R},2,1,C,,c9b0cf4c-ebd2-483a-b389-ad94073e8900,ren
Mind Bend,,2025-10-04T11:28:46,-,,,Regular,,{U},1,1,U,,952eb6ae-a530-4f4f-92f0-a6602beaa7b2,mir
Credit Voucher,,2025-10-04T01:45:57,-,,,Regular,,{2},2,1,U,,1ab65242-17ad-4c22-9c70-aac8076d1b4c,mmq
Crypt Rats,,2025-10-01T19:33:55,-,,,Regular,,{2}{B},3,1,C,,470c9706-e1dd-4861-8f85-d29a1a8c50a6,plst
Acidic Soil,,2025-10-01T23:33:16,-,,,Regular,,{2}{R},3,1,U,,790157c9-b1ed-4da5-9d50-e99e0dd807b7,usg
Extinction,,2025-10-01T20:41:43,-,,,Regular,,{4}{B},5,1,R,,a233a244-7f84-4525-b0ce-e10db0a95385,tmp
Isolated Chapel,,2025-10-04T00:01:41,-,,,Regular,,,0,1,R,,afc6c906-9013-4840-9cda-d85ad72c04b0,dmr
Tolarian Winds,,2025-10-04T11:31:26,-,,,Regular,,{1}{U},2,1,C,,5c29399d-0a59-4dcb-9bd4-f31eea3f39f9,usg
Aether Flash,,2025-10-01T23:40:48,-,,,Regular,,{2}{R}{R},4,1,U,,780f9197-e910-4c7a-bb4b-2c4a94903c39,7ed
Aether Flash,,2025-10-01T23:40:54,-,,,Regular,,{2}{R}{R},4,1,U,,780f9197-e910-4c7a-bb4b-2c4a94903c39,7ed
Megrim,,2025-10-01T20:44:49,-,,,Regular,,{2}{B},3,1,U,,2c4f01f9-a673-43df-a263-7c2269c2235e,7ed
Nantuko Elder,,2025-10-01T22:25:48,-,,,Regular,,{2}{G},3,1,U,,5c0a4e6e-cc4e-43d5-aece-f009e117366a,ody
Sulfur Falls,,2025-10-01T21:11:06,-,,,Regular,,,0,1,R,,8a4ee66c-1c3f-4ece-8c0a-4f0c259c5142,dmr
"Talrand, Sky Summoner",,2025-10-01T21:00:02,-,,,Regular,,{2}{U}{U},4,1,S,,24c7f794-71b7-433f-9d43-863058efa134,tsr
"Talrand, Sky Summoner",,2025-10-06T17:52:38,-,,,Regular,,{2}{U}{U},4,1,S,,24c7f794-71b7-433f-9d43-863058efa134,tsr
War Tax,,2025-10-04T13:25:23,-,,,Regular,,{2}{U},3,1,U,,e7c15159-8466-43e5-9dc5-a8cc94619931,mmq
War Tax,,2025-10-04T13:25:28,-,,,Regular,,{2}{U},3,1,U,,e7c15159-8466-43e5-9dc5-a8cc94619931,mmq
Forbidden Crypt,,2025-10-01T20:47:17,-,,,Regular,,{3}{B}{B},5,1,R,,c6168af2-e49b-4c57-91c0-2cac9290a560,mir
"Sigarda, Host of Herons",,2025-10-03T20:11:10,-,,,Regular,,{2}{G}{W}{W},5,1,M,,6dc3b172-9724-4d8f-9aa0-b84524989db4,inr
Wildfire,,2025-10-01T23:35:50,-,,,Regular,,{4}{R}{R},6,1,R,,72d50972-4549-40cd-9c33-4b341333803f,usg
Instill Energy,,2025-10-01T22:46:36,-,,,Regular,,{G},1,1,U,,0eeb4671-e6f6-4f64-83f8-8c2a56defa1b,4ed
Island,,2025-10-01T21:14:25,-,,,Regular,,,0,1,C,,df84bf1b-8698-4c3e-baa9-926f0efc6a12,mir
"Niv-Mizzet, the Firemind",,2025-10-03T20:11:46,-,foil,foil,Regular,,{2}{U}{U}{R}{R},6,1,R,,252d0061-9a93-4771-a4e9-f48c8c837d81,p30a
Mulldrifter,,2025-10-04T10:23:22,-,,,Regular,,{4}{U},5,1,S,,ea86b5bf-c38f-4168-a4dd-96859948423c,tsr
Mulldrifter,,2025-10-04T10:23:25,-,,,Regular,,{4}{U},5,1,S,,ea86b5bf-c38f-4168-a4dd-96859948423c,tsr
Mulldrifter,,2025-10-04T10:23:29,-,,,Regular,,{4}{U},5,1,S,,ea86b5bf-c38f-4168-a4dd-96859948423c,tsr
Plains,,2025-10-01T21:10:44,-,,,Regular,,,0,1,C,,5ba9ef2e-d3ec-41f7-802e-e1414f14dd10,inv
Plains,,2025-10-04T23:16:54,-,,,Regular,,,0,1,C,,5ba9ef2e-d3ec-41f7-802e-e1414f14dd10,inv
Plains,,2025-10-04T23:16:58,-,,,Regular,,,0,1,C,,5ba9ef2e-d3ec-41f7-802e-e1414f14dd10,inv
Contagion,,2025-10-01T20:31:22,-,,,Regular,,{3}{B}{B},5,1,U,,00c8f94a-7690-47f5-b664-61411a32ab74,all
Ichor Wellspring,,2025-10-04T01:54:33,-,,,Regular,,{2},2,1,U,,1a5313e8-b7d1-49c7-81de-4da99ba9733f,brc
Ichor Wellspring,,2025-10-04T01:54:36,-,,,Regular,,{2},2,1,U,,1a5313e8-b7d1-49c7-81de-4da99ba9733f,brc
Mageta the Lion,,2025-10-04T20:45:59,-,,,Regular,,{3}{W}{W},5,1,R,,5861dffc-5afa-44a3-a3fa-9fd440093377,pcy
Mageta the Lion,,2025-10-04T20:46:04,-,,,Regular,,{3}{W}{W},5,1,R,,5861dffc-5afa-44a3-a3fa-9fd440093377,pcy
Mageta the Lion,,2025-10-04T20:46:08,-,,,Regular,,{3}{W}{W},5,1,R,,5861dffc-5afa-44a3-a3fa-9fd440093377,pcy
Mischievous Quanar,,2025-10-04T10:22:09,-,,,Regular,,{4}{U},5,1,R,,dc48c2db-f5b4-4c24-a5fa-00750b7ff56f,scg
Vitalize,,2025-10-01T21:06:31,-,,,Regular,,{G},1,1,C,,d6ee4997-4b1a-4e03-88ac-63b451bb7b38,wth
Flaring Pain,,2025-10-01T23:20:44,-,,,Regular,,{1}{R},2,1,C,,eeb5c96a-1d16-459d-9968-ced9a8f1c520,jud
"Hanna, Ship's Navigator",,2025-10-03T20:09:41,-,,,Regular,,{1}{W}{U},3,1,R,,83a4e48d-6452-4245-bdad-63fe3263550e,inv
Master of the Pearl Trident,,2025-10-04T10:10:08,-,,,Regular,,{U}{U},2,1,S,,3367f862-cd88-4e6d-8e87-693080e5c431,tsr
Rout,,2025-10-01T21:05:30,-,,,Regular,,{3}{W}{W},5,1,R,,94bc55ed-b89b-4e22-b3f1-4ce0f8d180d7,inv
Rout,,2025-10-04T21:31:17,-,,,Regular,,{3}{W}{W},5,1,R,,94bc55ed-b89b-4e22-b3f1-4ce0f8d180d7,inv
Timberwatch Elf,,2025-10-01T22:22:51,-,,,Regular,,{2}{G},3,1,C,,045ae4ec-07f2-4098-a2d9-4bfcbd0273b2,lgn
Timberwatch Elf,,2025-10-01T22:23:09,-,,,Regular,,{2}{G},3,1,C,,045ae4ec-07f2-4098-a2d9-4bfcbd0273b2,lgn
Timberwatch Elf,,2025-10-01T22:23:18,-,,,Regular,,{2}{G},3,1,C,,045ae4ec-07f2-4098-a2d9-4bfcbd0273b2,lgn
Timberwatch Elf,,2025-10-01T22:23:39,-,,,Regular,,{2}{G},3,1,C,,045ae4ec-07f2-4098-a2d9-4bfcbd0273b2,lgn
Verdant Succession,,2025-10-01T22:45:47,-,,,Regular,,{4}{G},5,1,R,,bd3c78de-0c2a-441e-8912-ff920fc563ef,ody
Verdant Succession,,2025-10-01T22:45:50,-,,,Regular,,{4}{G},5,1,R,,bd3c78de-0c2a-441e-8912-ff920fc563ef,ody
Angry Mob,,2025-10-04T19:00:40,-,,,Regular,,{2}{W}{W},4,1,U,,961bfad0-934b-43aa-80c4-26b476df7832,ren
Dread Wight,,2025-10-01T19:46:01,-,,,Regular,,{3}{B}{B},5,1,R,,65d332e2-4b2d-4131-84f7-862cb138c477,ice
Immolation,,2025-10-01T23:43:29,-,,,Regular,,{R},1,1,C,,276332a0-19e3-4b78-a6da-9656c569d85f,ren
Pearled Unicorn,,2025-10-04T18:56:04,-,,,Regular,,{2}{W},3,1,C,,deeebfaa-3fa9-4c66-84d1-2fc2306dcf5d,fbb
Planar Guide,,2025-10-01T21:05:21,-,,,Regular,,{W},1,1,R,,7087cb1e-f2e2-4b75-bacf-bc4153e398e3,lgn
Swamp,,2025-10-01T20:51:31,-,,,Regular,,,0,1,C,,4714cb5f-f139-4965-8cbb-4d0245e7d1df,s99
Amrou Kithkin,,2025-10-04T18:47:54,-,,,Regular,,{W}{W},2,1,C,,9a4163e3-dfc0-4d6c-bb82-39e6510e9844,ren
Crystal Chimes,,2025-10-04T01:57:52,-,,,Regular,,{3},3,1,U,,d5d03d54-7aa4-4586-bb4b-8a5d269fe289,usg
Crystal Chimes,,2025-10-04T01:57:59,-,,,Regular,,{3},3,1,U,,d5d03d54-7aa4-4586-bb4b-8a5d269fe289,usg
Jinxed Idol,,2025-10-04T01:44:49,-,,,Regular,,{2},2,1,R,,0c728e38-5656-4feb-8610-0cf45fb38094,tmp
Karoo,,2025-10-03T23:57:13,-,,,Regular,,,0,1,U,,d786815c-53ec-483e-ad56-382778a57b1a,vis
Island,,2025-10-01T21:13:46,-,,,Regular,,,0,1,C,,2fc04e1e-6a14-41cc-9fff-6dcd92cc6a3b,inv
Island,,2025-10-01T21:13:59,-,,,Regular,,,0,1,C,,2fc04e1e-6a14-41cc-9fff-6dcd92cc6a3b,inv
Island,,2025-10-01T21:14:22,-,,,Regular,,,0,1,C,,2fc04e1e-6a14-41cc-9fff-6dcd92cc6a3b,inv
Island,,2025-10-01T21:15:00,-,,,Regular,,,0,1,C,,2fc04e1e-6a14-41cc-9fff-6dcd92cc6a3b,inv
Island,,2025-10-01T21:15:07,-,,,Regular,,,0,1,C,,2fc04e1e-6a14-41cc-9fff-6dcd92cc6a3b,inv
Keldon Necropolis,,2025-10-03T23:55:04,-,,,Regular,,,0,1,R,,4f0cccf6-b79b-4fff-89aa-801341598532,inv
Forest,,2025-10-01T21:10:56,-,,,Regular,,,0,1,C,,b361b42d-401f-440a-bae9-35338b5dde0e,ons
Forest,,2025-10-01T22:49:47,-,,,Regular,,,0,1,C,,b361b42d-401f-440a-bae9-35338b5dde0e,ons
Forest,,2025-10-01T22:49:51,-,,,Regular,,,0,1,C,,b38c68a5-86eb-4fb2-8a43-4a7d63195462,usg
Salt Marsh,,2025-10-04T00:03:30,-,,,Regular,,,0,1,U,,ed64934b-0e64-4b2f-97aa-c3fb7e6ce0b0,inv
Songs of the Damned,,2025-10-01T20:28:52,-,,,Regular,,{B},1,1,C,,6cff3547-8c72-439a-91fe-ebe729dab748,ice
Angel's Trumpet,,2025-10-04T01:58:32,-,,,Regular,,{3},3,1,U,,0c7b248a-3c74-4592-b357-47989568298c,ulg
Crosis's Catacombs,,2025-10-04T00:00:00,-,,,Regular,,,0,1,U,,7caad74f-c0d0-4eca-94be-b89a2c9a3980,pls
Earnest Fellowship,,2025-10-04T21:34:50,-,,,Regular,,{1}{W},2,1,R,,66392169-5c6f-46bf-b0df-5670e40aecd9,ody
Solemn Simulacrum,,2025-10-01T21:08:01,-,,,Regular,,{4},4,1,S,,f7272e1b-439b-4283-932d-e1084468c32b,tsr
Wild Research,,2025-10-01T23:40:15,-,,,Regular,,{2}{R},3,1,R,,8f00e6f1-e854-40b0-855d-7e0d7d233850,apc
Wild Research,,2025-10-04T02:08:45,-,,,Regular,,{2}{R},3,1,R,,8f00e6f1-e854-40b0-855d-7e0d7d233850,apc
Island,,2025-10-01T21:14:04,-,,,Regular,,,0,1,C,,bbf69bc5-8ee3-4b17-a3b1-51e35dd2d0dc,usg
Island,,2025-10-01T21:14:09,-,,,Regular,,,0,1,C,,bbf69bc5-8ee3-4b17-a3b1-51e35dd2d0dc,usg
Magus of the Unseen,,2025-10-01T20:59:45,-,,,Regular,,{1}{U},2,1,R,,86da04e9-b94d-42af-add3-02baf772bd33,ice
Titania's Song,,2025-10-01T22:44:56,-,,,Regular,,{3}{G},4,1,R,,c022abd7-bb1a-4f61-b4e1-6b802d337484,3ed
Drift of Phantasms,,2025-10-01T21:01:08,-,,,Regular,,{2}{U},3,1,C,,d882d4a3-d84e-4d33-ae42-c87177597198,rvr
Drift of Phantasms,,2025-10-04T10:13:40,-,,,Regular,,{2}{U},3,1,C,,d882d4a3-d84e-4d33-ae42-c87177597198,rvr
Feldon of the Third Path,,2025-10-01T22:55:16,-,,,Regular,,{1}{R}{R},3,1,S,,44130046-cd48-42d5-8083-5e4e7dd37a7b,tsr
March of Progress,,2025-10-04T13:19:29,-,,,Regular,,{2}{U},3,1,R,,ac2da0e8-cdc5-4ffc-8a5e-893c34b7dd45,brc
March of Progress,,2025-10-04T13:19:33,-,,,Regular,,{2}{U},3,1,R,,ac2da0e8-cdc5-4ffc-8a5e-893c34b7dd45,brc
Disrupt,,2025-10-04T11:28:21,-,,,Regular,,{U},1,1,U,,c000a02f-6b7e-4925-a938-59e645e980d7,inv
Prismatic Ending,,2025-10-04T21:30:50,-,,,Regular,,{X}{W},1,1,U,,4eaa24a9-eece-4067-b7e2-6bc8993cea5a,mh2
Teferi's Moat,,2025-10-03T20:14:52,-,,,Regular,,{3}{W}{U},5,1,S,,37566afe-d383-4aa1-a9e4-c4bdf91a06d3,tsb
Upwelling,,2025-10-01T22:45:19,-,,,Regular,,{3}{G},4,1,R,,21ab4600-1f71-48fa-a291-f5c5628c7395,scg
Phyrexian Walker,,2025-10-04T00:05:02,-,,,Regular,,{0},0,1,C,,9f8a3979-2947-4692-8b2f-d4c07c534777,vis
Phyrexian Walker,,2025-10-04T00:05:07,-,,,Regular,,{0},0,1,C,,9f8a3979-2947-4692-8b2f-d4c07c534777,vis
Phyrexian Walker,,2025-10-04T00:05:14,-,,,Regular,,{0},0,1,C,,9f8a3979-2947-4692-8b2f-d4c07c534777,vis
Sculpting Steel,,2025-10-01T21:08:04,-,,,Regular,,{3},3,1,R,,e5813b15-6adb-4ed8-b08d-5dee70ecb45a,brr
Alter Reality,,2025-10-04T11:30:50,-,,,Regular,,{1}{U},2,1,R,,64cd68be-6e6a-4577-8465-a892463b6d6c,tor
Baleful Strix,,2025-10-01T21:09:08,-,,,Regular,,{U}{B},2,1,R,,351b47f5-1c85-4e21-9ede-cb13ac96fbc4,brc
Forest,,2025-10-01T22:50:30,-,,,Regular,,,0,1,C,,b346b784-7bde-49d0-bfa9-56236cbe19d9,ice
Keep Watch,,2025-10-04T11:34:31,-,,,Regular,,{2}{U},3,1,C,,6e702ee4-62b5-4d3b-a202-8cac4b84591c,jud
Keep Watch,,2025-10-04T11:34:39,-,,,Regular,,{2}{U},3,1,C,,6e702ee4-62b5-4d3b-a202-8cac4b84591c,jud
Minion of the Wastes,,2025-10-01T19:49:46,-,,,Regular,,{3}{B}{B}{B},6,1,R,,d9f120fc-c681-47b6-827e-1cc7ead47a0f,tmp
Peregrine Drake,,2025-10-04T10:22:27,-,,,Regular,,{4}{U},5,1,U,,4951863f-1c16-4d09-ba9a-f57dc3d81a20,usg
Wheel of Torture,,2025-10-04T01:56:55,-,,,Regular,,{3},3,1,R,,87edc873-169a-4cd3-8a94-84b5810b5ed8,ulg
Island,,2025-10-01T21:15:15,-,,,Regular,,,0,1,C,,f849f726-c6a2-400d-9b90-fe050f8ef5eb,inv
Island,,2025-10-01T21:14:54,-,,,Regular,,,0,1,C,,bf964c1b-941f-4a02-895b-0608bddc1ce7,ody
Forest,,2025-10-01T22:48:20,-,,,Regular,,,0,1,C,,aa863815-1dcc-43d8-8076-a35037688b20,p02
Mystic Confluence,,2025-10-01T21:00:31,-,,,Regular,,{3}{U}{U},5,1,S,,337214ad-2976-4692-89c4-2c5001bf087f,tsr
Tsabo Tavoc,,2025-10-03T20:12:50,-,,,Regular,,{5}{B}{R},7,1,R,,ccbe2539-7a7c-468b-a270-7ca1bdcccb1e,inv
Adaptive Automaton,,2025-10-04T00:07:20,-,,,Regular,,{3},3,1,R,,ab1fb083-899a-46f2-a6e1-b1e38c75d959,brr
Delirium,,2025-10-03T23:39:01,-,,,Regular,,{1}{B}{R},3,1,U,,c52981ea-1173-4f4b-a929-705a11c6e381,mir
Tainted Isle,,2025-10-01T21:11:21,-,,,Regular,,,0,1,U,,b462e121-015c-49c4-838a-ab788f213322,tor
Tawnos's Wand,,2025-10-04T02:01:44,-,,,Regular,,{4},4,1,U,,0d34ad74-fe2c-4b17-be9a-cb63b60b7acb,rin
Verdeloth the Ancient,,2025-10-01T22:06:20,-,,,Regular,,{4}{G}{G},6,1,S,,ef6b08e0-6e5f-40e5-8c2a-c10c6e5beddc,tsb
Life // Death,,2025-10-03T23:36:42,-,,,Regular,,{G} // {1}{B},3,1,U,,7ab75cdb-93a1-4f78-b404-37566295c321,apc
Overlaid Terrain,,2025-10-01T22:45:10,-,,,Regular,,{2}{G}{G},4,1,R,,230c7926-9a4b-4ead-b4c8-889f84210545,nem
Vision Charm,,2025-10-01T21:13:20,-,,,Regular,,{U},1,1,C,,78b384d3-3adf-493a-8b89-bfe68fd1c3e2,vis
Vision Charm,,2025-10-01T21:14:51,-,,,Regular,,{U},1,1,C,,78b384d3-3adf-493a-8b89-bfe68fd1c3e2,vis
Vision Charm,,2025-10-04T11:28:59,-,,,Regular,,{U},1,1,C,,78b384d3-3adf-493a-8b89-bfe68fd1c3e2,vis
Arcane Laboratory,,2025-10-04T13:24:36,-,,,Regular,,{2}{U},3,1,U,,2f4a88e8-aab0-488a-a0b8-fa3feedbf278,usg
"Rayne, Academy Chancellor",,2025-10-04T10:07:22,-,,,Regular,,{2}{U},3,1,R,,8ee6480c-7697-47e2-893b-ca88c0ab3376,uds
